"material","disposition","impactCategory","impactUnits","impactFactor","warmMaterial","ifSource","impactGroup"
"PaperFiber","landfilling","Energy use","MJ",-158.762186909965,"Mixed Paper (general)","WARM","Energy"
"PaperFiber","landfilling","Eutrophication","kg N eq.",0.487708298140568,"Mixed Paper (general)","DEQ","Eutrophication"
"PaperFiber","landfilling","Global warming 100","kg CO2 eq.",435.092117872754,"Mixed Paper (general)","DEQ","GHG's"
"PaperFiber","landfilling","Global warming 100(B)","kg CO2 eq.",678.67035849629,"Mixed Paper (general)","DEQ","GHG's"
"PaperFiber","landfilling","Global warming 20","kg CO2 eq.",1608.29993242812,"Mixed Paper (general)","DEQ","GHG's"
"PaperFiber","landfilling","Global warming 20(B)","kg CO2 eq.",1818.65502544913,"Mixed Paper (general)","DEQ","GHG's"
"PaperFiber","landfilling","Global warming","kg CO2 eq.",143.006575374397,"Mixed Paper (general)","WARM","GHG's"
"PaperFiber","landfilling","Human toxicity","CTUh",2.26511267117146e-07,"Mixed Paper (general)","DEQ","Toxicity"
"PaperFiber","landfilling","Water consumption","kg",-473.822795907225,"Mixed Paper (general)","DEQ","Water"
"PaperFiber","production","Air PM2.5","kg PM2.5 eq.",4.06035001026954,"Mixed Paper (general)","DEQ","Air"
"PaperFiber","production","Energy demand","MJ",54617.8360036635,"Mixed Paper (general)","DEQ","Energy"
"PaperFiber","production","Energy use","MJ",31064.0504198388,"Mixed Paper (general)","WARM","Energy"
"PaperFiber","production","Eutrophication","kg N eq.",7.65247935324276,"Mixed Paper (general)","DEQ","Eutrophication"
"PaperFiber","production","Global warming 100","kg CO2 eq.",2223.99769801312,"Mixed Paper (general)","DEQ","GHG's"
"PaperFiber","production","Global warming 100(B)","kg CO2 eq.",1216.77668276004,"Mixed Paper (general)","DEQ","GHG's"
"PaperFiber","production","Global warming 20","kg CO2 eq.",2650.32795737976,"Mixed Paper (general)","DEQ","GHG's"
"PaperFiber","production","Global warming 20(B)","kg CO2 eq.",1642.67459520032,"Mixed Paper (general)","DEQ","GHG's"
"PaperFiber","production","Global warming","kg CO2 eq.",6073.72686806441,"Mixed Paper (general)","WARM","GHG's"
"PaperFiber","production","Human toxicity","CTUh",0.000109942649541306,"Mixed Paper (general)","DEQ","Toxicity"
"PaperFiber","production","Water consumption","kg",46581.0500545138,"Mixed Paper (general)","DEQ","Water"
"PaperFiber","recycling","Air PM2.5","kg PM2.5 eq.",-1.98553010288114,"Mixed Paper (general)","DEQ","Air"
"PaperFiber","recycling","Energy demand","MJ",-31397.6128391451,"Mixed Paper (general)","DEQ","Energy"
"PaperFiber","recycling","Energy use","MJ",-21696.2960784739,"Mixed Paper (general)","WARM","Energy"
"PaperFiber","recycling","Eutrophication","kg N eq.",-2.65524116181488,"Mixed Paper (general)","DEQ","Eutrophication"
"PaperFiber","recycling","Global warming 100","kg CO2 eq.",-1104.0618847783,"Mixed Paper (general)","DEQ","GHG's"
"PaperFiber","recycling","Global warming 100(B)","kg CO2 eq.",-177.347178607859,"Mixed Paper (general)","DEQ","GHG's"
"PaperFiber","recycling","Global warming 20","kg CO2 eq.",-1333.84944389451,"Mixed Paper (general)","DEQ","GHG's"
"PaperFiber","recycling","Global warming 20(B)","kg CO2 eq.",-407.22294627371,"Mixed Paper (general)","DEQ","GHG's"
"PaperFiber","recycling","Global warming","kg CO2 eq.",-3545.5235990647,"Mixed Paper (general)","WARM","GHG's"
"PaperFiber","recycling","Human toxicity","CTUh",-6.08623798412199e-05,"Mixed Paper (general)","DEQ","Toxicity"
"PaperFiber","recycling","Water consumption","kg",-44612.4992467255,"Mixed Paper (general)","DEQ","Water"
"PET","anaerobicDigestion","Energy use","MJ",NA,"PET","WARM","Energy"
"PET","anaerobicDigestion","Global warming","kg CO2 eq.",NA,"PET","WARM","GHG's"
"PET","combustion","Air PM2.5","kg PM2.5 eq.",-0.0562385246667364,"PET","DEQ","Air"
"PET","combustion","Energy demand","MJ",-16236.2298170308,"PET","DEQ","Energy"
"PET","combustion","Energy use","MJ",-10535.2470563235,"PET","WARM","Energy"
"PET","combustion","Eutrophication","kg N eq.",-0.0671994187043733,"PET","DEQ","Eutrophication"
"PET","combustion","Global warming 100","kg CO2 eq.",1177.6439642714,"PET","DEQ","GHG's"
"PET","combustion","Global warming 100(B)","kg CO2 eq.",1177.81132141329,"PET","DEQ","GHG's"
"PET","combustion","Global warming 20","kg CO2 eq.",1030.64446142047,"PET","DEQ","GHG's"
"PET","combustion","Global warming 20(B)","kg CO2 eq.",1030.83830888745,"PET","DEQ","GHG's"
"PET","combustion","Global warming","kg CO2 eq.",1241.66635728723,"PET","WARM","GHG's"
"PET","combustion","Human toxicity","CTUh",-1.72473741611892e-07,"PET","DEQ","Toxicity"
"PET","combustion","Water consumption","kg",1601.21363832644,"PET","DEQ","Water"
"PET","composting","Energy use","MJ",NA,"PET","WARM","Energy"
"PET","composting","Global warming","kg CO2 eq.",NA,"PET","WARM","GHG's"
"PET","landfilling","Air PM2.5","kg PM2.5 eq.",0.0119914413234302,"PET","DEQ","Air"
"PET","landfilling","Energy demand","MJ",656.292732961003,"PET","DEQ","Energy"
"PET","landfilling","Energy use","MJ",283.043033402762,"PET","WARM","Energy"
"PET","landfilling","Eutrophication","kg N eq.",0.241070320880307,"PET","DEQ","Eutrophication"
"PET","landfilling","Global warming 100","kg CO2 eq.",38.9759305368053,"PET","DEQ","GHG's"
"PET","landfilling","Global warming 100(B)","kg CO2 eq.",37.1846134164408,"PET","DEQ","GHG's"
"PET","landfilling","Global warming 20","kg CO2 eq.",43.8386938229896,"PET","DEQ","GHG's"
"PET","landfilling","Global warming 20(B)","kg CO2 eq.",42.0440143081177,"PET","DEQ","GHG's"
"PET","landfilling","Global warming","kg CO2 eq.",20.254519141196,"PET","WARM","GHG's"
"PET","landfilling","Human toxicity","CTUh",2.15399353970057e-07,"PET","DEQ","Toxicity"
"PET","landfilling","Water consumption","kg",86.2137150802446,"PET","DEQ","Water"
"PET","production","Air PM2.5","kg PM2.5 eq.",0.287942641630717,"PET","DEQ","Air"
"PET","production","Energy demand","MJ",100073.00004987,"PET","DEQ","Energy"
"PET","production","Energy use","MJ",52815.0300079522,"PET","WARM","Energy"
"PET","production","Eutrophication","kg N eq.",0.409520326924925,"PET","DEQ","Eutrophication"
"PET","production","Global warming 100","kg CO2 eq.",4105.66509768285,"PET","DEQ","GHG's"
"PET","production","Global warming 100(B)","kg CO2 eq.",4108.1811864932,"PET","DEQ","GHG's"
"PET","production","Global warming 20","kg CO2 eq.",4838.93100835821,"PET","DEQ","GHG's"
"PET","production","Global warming 20(B)","kg CO2 eq.",4841.29335259995,"PET","DEQ","GHG's"
"PET","production","Global warming","kg CO2 eq.",2174.55676029087,"PET","WARM","GHG's"
"PET","production","Human toxicity","CTUh",2.20520593431561e-06,"PET","DEQ","Toxicity"
"PET","production","Water consumption","kg",27079.4622301202,"PET","DEQ","Water"
"PET","recycling","Air PM2.5","kg PM2.5 eq.",-0.112064558370212,"PET","DEQ","Air"
"PET","recycling","Energy demand","MJ",-60411.2543474978,"PET","DEQ","Energy"
"PET","recycling","Energy use","MJ",-33678.395334185,"PET","WARM","Energy"
"PET","recycling","Eutrophication","kg N eq.",-0.114061391414408,"PET","DEQ","Eutrophication"
"PET","recycling","Global warming 100","kg CO2 eq.",-2122.50545412802,"PET","DEQ","GHG's"
"PET","recycling","Global warming 100(B)","kg CO2 eq.",-2123.95500613479,"PET","DEQ","GHG's"
"PET","recycling","Global warming 20","kg CO2 eq.",-2579.94982289544,"PET","DEQ","GHG's"
"PET","recycling","Global warming 20(B)","kg CO2 eq.",-2581.34053752572,"PET","DEQ","GHG's"
"PET","recycling","Global warming","kg CO2 eq.",-1148.26445794717,"PET","WARM","GHG's"
"PET","recycling","Human toxicity","CTUh",-1.24857205734998e-06,"PET","DEQ","Toxicity"
"PET","recycling","Water consumption","kg",-15621.1795805194,"PET","DEQ","Water"
"PlasticFilm","anaerobicDigestion","Energy use","MJ",NA,"LLDPE","WARM","Energy"
"PlasticFilm","anaerobicDigestion","Global warming","kg CO2 eq.",NA,"LLDPE","WARM","GHG's"
"PlasticFilm","combustion","Air PM2.5","kg PM2.5 eq.",-0.0283427461949476,"LLDPE","DEQ","Air"
"PlasticFilm","combustion","Energy demand","MJ",-12274.614055386,"LLDPE","DEQ","Energy"
"PlasticFilm","combustion","Energy use","MJ",-19824.1545080594,"LLDPE","WARM","Energy"
"PlasticFilm","combustion","Eutrophication","kg N eq.",-0.0562943983998656,"LLDPE","DEQ","Eutrophication"
"PlasticFilm","combustion","Global warming 100","kg CO2 eq.",1609.99543057965,"LLDPE","DEQ","GHG's"
"PlasticFilm","combustion","Global warming 100(B)","kg CO2 eq.",1609.76528149008,"LLDPE","DEQ","GHG's"
"PlasticFilm","combustion","Global warming 20","kg CO2 eq.",1534.16199670532,"LLDPE","DEQ","GHG's"
"PlasticFilm","combustion","Global warming 20(B)","kg CO2 eq.",1533.94676502857,"LLDPE","DEQ","GHG's"
"PlasticFilm","combustion","Global warming","kg CO2 eq.",1288.87992934287,"LLDPE","WARM","GHG's"
"PlasticFilm","combustion","Human toxicity","CTUh",-5.7014705180135e-08,"LLDPE","DEQ","Toxicity"
"PlasticFilm","combustion","Water consumption","kg",-11553.6775107631,"LLDPE","DEQ","Water"
"PlasticFilm","composting","Energy use","MJ",NA,"LLDPE","WARM","Energy"
"PlasticFilm","composting","Global warming","kg CO2 eq.",NA,"LLDPE","WARM","GHG's"
"PlasticFilm","landfilling","Air PM2.5","kg PM2.5 eq.",0.0119914413234302,"LLDPE","DEQ","Air"
"PlasticFilm","landfilling","Energy demand","MJ",656.292732961003,"LLDPE","DEQ","Energy"
"PlasticFilm","landfilling","Energy use","MJ",283.043033402762,"LLDPE","WARM","Energy"
"PlasticFilm","landfilling","Eutrophication","kg N eq.",0.241070320880307,"LLDPE","DEQ","Eutrophication"
"PlasticFilm","landfilling","Global warming 100","kg CO2 eq.",38.9759305368053,"LLDPE","DEQ","GHG's"
"PlasticFilm","landfilling","Global warming 100(B)","kg CO2 eq.",37.1846134164408,"LLDPE","DEQ","GHG's"
"PlasticFilm","landfilling","Global warming 20","kg CO2 eq.",43.8386938229896,"LLDPE","DEQ","GHG's"
"PlasticFilm","landfilling","Global warming 20(B)","kg CO2 eq.",42.0440143081177,"LLDPE","DEQ","GHG's"
"PlasticFilm","landfilling","Global warming","kg CO2 eq.",20.254519141196,"LLDPE","WARM","GHG's"
"PlasticFilm","landfilling","Human toxicity","CTUh",2.15399353970057e-07,"LLDPE","DEQ","Toxicity"
"PlasticFilm","landfilling","Water consumption","kg",86.2137150802446,"LLDPE","DEQ","Water"
"PlasticFilm","production","Air PM2.5","kg PM2.5 eq.",0.219613511873077,"LLDPE","DEQ","Air"
"PlasticFilm","production","Energy demand","MJ",86051.8779438671,"LLDPE","DEQ","Energy"
"PlasticFilm","production","Energy use","MJ",69934.5011619898,"LLDPE","WARM","Energy"
"PlasticFilm","production","Eutrophication","kg N eq.",0.3014446477907,"LLDPE","DEQ","Eutrophication"
"PlasticFilm","production","Global warming 100","kg CO2 eq.",2813.92440261516,"LLDPE","DEQ","GHG's"
"PlasticFilm","production","Global warming 100(B)","kg CO2 eq.",2814.75467485463,"LLDPE","DEQ","GHG's"
"PlasticFilm","production","Global warming 20","kg CO2 eq.",3545.28164859581,"LLDPE","DEQ","GHG's"
"PlasticFilm","production","Global warming 20(B)","kg CO2 eq.",3545.97061614759,"LLDPE","DEQ","GHG's"
"PlasticFilm","production","Global warming","kg CO2 eq.",1575.79891359439,"LLDPE","WARM","GHG's"
"PlasticFilm","production","Human toxicity","CTUh",1.48184258091014e-06,"LLDPE","DEQ","Toxicity"
"PlasticFilm","production","Water consumption","kg",13660.3553639949,"LLDPE","DEQ","Water"
"PlasticFilm","recycling","Air PM2.5","kg PM2.5 eq.",-0.105396079700734,"LLDPE","DEQ","Air"
"PlasticFilm","recycling","Energy demand","MJ",-58542.8458682078,"LLDPE","DEQ","Energy"
"PlasticFilm","recycling","Energy use","MJ",NA,"LLDPE","WARM","Energy"
"PlasticFilm","recycling","Eutrophication","kg N eq.",-0.0848390614204223,"LLDPE","DEQ","Eutrophication"
"PlasticFilm","recycling","Global warming 100","kg CO2 eq.",-1532.94698485566,"LLDPE","DEQ","GHG's"
"PlasticFilm","recycling","Global warming 100(B)","kg CO2 eq.",-1533.4871102854,"LLDPE","DEQ","GHG's"
"PlasticFilm","recycling","Global warming 20","kg CO2 eq.",-2053.43556924858,"LLDPE","DEQ","GHG's"
"PlasticFilm","recycling","Global warming 20(B)","kg CO2 eq.",-2053.91112475664,"LLDPE","DEQ","GHG's"
"PlasticFilm","recycling","Global warming","kg CO2 eq.",NA,"LLDPE","WARM","GHG's"
"PlasticFilm","recycling","Human toxicity","CTUh",-7.7396210016797e-07,"LLDPE","DEQ","Toxicity"
"PlasticFilm","recycling","Water consumption","kg",-7724.23889463338,"LLDPE","DEQ","Water"
"PP","anaerobicDigestion","Energy use","MJ",NA,"PP","WARM","Energy"
"PP","anaerobicDigestion","Global warming","kg CO2 eq.",NA,"PP","WARM","GHG's"
"PP","combustion","Air PM2.5","kg PM2.5 eq.",-0.11714046365823,"PP","DEQ","Air"
"PP","combustion","Energy demand","MJ",-33283.0612865616,"PP","DEQ","Energy"
"PP","combustion","Energy use","MJ",-19826.1422905228,"PP","WARM","Energy"
"PP","combustion","Eutrophication","kg N eq.",-0.144789161348395,"PP","DEQ","Eutrophication"
"PP","combustion","Global warming 100","kg CO2 eq.",1015.6254306782,"PP","DEQ","GHG's"
"PP","combustion","Global warming 100(B)","kg CO2 eq.",1016.00950635424,"PP","DEQ","GHG's"
"PP","combustion","Global warming 20","kg CO2 eq.",715.989294793343,"PP","DEQ","GHG's"
"PP","combustion","Global warming 20(B)","kg CO2 eq.",716.431754014594,"PP","DEQ","GHG's"
"PP","combustion","Global warming","kg CO2 eq.",1288.72809166607,"PP","WARM","GHG's"
"PP","combustion","Human toxicity","CTUh",-3.60441572969959e-07,"PP","DEQ","Toxicity"
"PP","combustion","Water consumption","kg",551.508055372979,"PP","DEQ","Water"
"PP","composting","Energy use","MJ",NA,"PP","WARM","Energy"
"PP","composting","Global warming","kg CO2 eq.",NA,"PP","WARM","GHG's"
"PP","landfilling","Air PM2.5","kg PM2.5 eq.",0.0119914413234302,"PP","DEQ","Air"
"PP","landfilling","Energy demand","MJ",656.292732961003,"PP","DEQ","Energy"
"PP","landfilling","Energy use","MJ",283.043033402762,"PP","WARM","Energy"
"PP","landfilling","Eutrophication","kg N eq.",0.241070320880307,"PP","DEQ","Eutrophication"
"PP","landfilling","Global warming 100","kg CO2 eq.",38.9759305368053,"PP","DEQ","GHG's"
"PP","landfilling","Global warming 100(B)","kg CO2 eq.",37.1846134164408,"PP","DEQ","GHG's"
"PP","landfilling","Global warming 20","kg CO2 eq.",43.8386938229896,"PP","DEQ","GHG's"
"PP","landfilling","Global warming 20(B)","kg CO2 eq.",42.0440143081177,"PP","DEQ","GHG's"
"PP","landfilling","Global warming","kg CO2 eq.",20.254519141196,"PP","WARM","GHG's"
"PP","landfilling","Human toxicity","CTUh",2.15399353970057e-07,"PP","DEQ","Toxicity"
"PP","landfilling","Water consumption","kg",86.2137150802446,"PP","DEQ","Water"
"PP","production","Air PM2.5","kg PM2.5 eq.",0.248109538495442,"PP","DEQ","Air"
"PP","production","Energy demand","MJ",92497.9707656792,"PP","DEQ","Energy"
"PP","production","Energy use","MJ",70146.585564746,"PP","WARM","Energy"
"PP","production","Eutrophication","kg N eq.",0.33606659014178,"PP","DEQ","Eutrophication"
"PP","production","Global warming 100","kg CO2 eq.",3199.74662804448,"PP","DEQ","GHG's"
"PP","production","Global warming 100(B)","kg CO2 eq.",3200.3424247491,"PP","DEQ","GHG's"
"PP","production","Global warming 20","kg CO2 eq.",3973.86024475247,"PP","DEQ","GHG's"
"PP","production","Global warming 20(B)","kg CO2 eq.",3974.30476796697,"PP","DEQ","GHG's"
"PP","production","Global warming","kg CO2 eq.",1535.03343428331,"PP","WARM","GHG's"
"PP","production","Human toxicity","CTUh",1.55795027764411e-06,"PP","DEQ","Toxicity"
"PP","production","Water consumption","kg",15883.8345927965,"PP","DEQ","Water"
"PP","recycling","Air PM2.5","kg PM2.5 eq.",-0.077334780952757,"PP","DEQ","Air"
"PP","recycling","Energy demand","MJ",-53750.698565633,"PP","DEQ","Energy"
"PP","recycling","Energy use","MJ",NA,"PP","WARM","Energy"
"PP","recycling","Eutrophication","kg N eq.",-0.0523932573537249,"PP","DEQ","Eutrophication"
"PP","recycling","Global warming 100","kg CO2 eq.",-1347.43218977284,"PP","DEQ","GHG's"
"PP","recycling","Global warming 100(B)","kg CO2 eq.",-1347.58708187289,"PP","DEQ","GHG's"
"PP","recycling","Global warming 20","kg CO2 eq.",-1836.76914829106,"PP","DEQ","GHG's"
"PP","recycling","Global warming 20(B)","kg CO2 eq.",-1836.86786828984,"PP","DEQ","GHG's"
"PP","recycling","Global warming","kg CO2 eq.",NA,"PP","WARM","GHG's"
"PP","recycling","Human toxicity","CTUh",-7.05003629088683e-07,"PP","DEQ","Toxicity"
"PP","recycling","Water consumption","kg",-6093.49008728814,"PP","DEQ","Water"
"PS","anaerobicDigestion","Energy use","MJ",NA,"PS","WARM","Energy"
"PS","anaerobicDigestion","Global warming","kg CO2 eq.",NA,"PS","WARM","GHG's"
"PS","combustion","Air PM2.5","kg PM2.5 eq.",-0.1060057686397,"PS","DEQ","Air"
"PS","combustion","Energy demand","MJ",-30179.1791762696,"PS","DEQ","Energy"
"PS","combustion","Energy use","MJ",-17890.0421711155,"PS","WARM","Energy"
"PS","combustion","Eutrophication","kg N eq.",-0.130616666754766,"PS","DEQ","Eutrophication"
"PS","combustion","Global warming 100","kg CO2 eq.",1401.90744075001,"PS","DEQ","GHG's"
"PS","combustion","Global warming 100(B)","kg CO2 eq.",1402.25190630955,"PS","DEQ","GHG's"
"PS","combustion","Global warming 20","kg CO2 eq.",1130.02811056296,"PS","DEQ","GHG's"
"PS","combustion","Global warming 20(B)","kg CO2 eq.",1130.42515252695,"PS","DEQ","GHG's"
"PS","combustion","Global warming","kg CO2 eq.",1651.55319427293,"PS","WARM","GHG's"
"PS","combustion","Human toxicity","CTUh",-3.26385472034547e-07,"PS","DEQ","Toxicity"
"PS","combustion","Water consumption","kg",743.153675256064,"PS","DEQ","Water"
"PS","composting","Energy use","MJ",NA,"PS","WARM","Energy"
"PS","composting","Global warming","kg CO2 eq.",NA,"PS","WARM","GHG's"
"PS","landfilling","Air PM2.5","kg PM2.5 eq.",0.0119914413234302,"PS","DEQ","Air"
"PS","landfilling","Energy demand","MJ",656.292732961003,"PS","DEQ","Energy"
"PS","landfilling","Energy use","MJ",283.043033402762,"PS","WARM","Energy"
"PS","landfilling","Eutrophication","kg N eq.",0.241070320880307,"PS","DEQ","Eutrophication"
"PS","landfilling","Global warming 100","kg CO2 eq.",38.9759305368053,"PS","DEQ","GHG's"
"PS","landfilling","Global warming 100(B)","kg CO2 eq.",37.1846134164408,"PS","DEQ","GHG's"
"PS","landfilling","Global warming 20","kg CO2 eq.",43.8386938229896,"PS","DEQ","GHG's"
"PS","landfilling","Global warming 20(B)","kg CO2 eq.",42.0440143081177,"PS","DEQ","GHG's"
"PS","landfilling","Global warming","kg CO2 eq.",20.254519141196,"PS","WARM","GHG's"
"PS","landfilling","Human toxicity","CTUh",2.15399353970057e-07,"PS","DEQ","Toxicity"
"PS","landfilling","Water consumption","kg",86.2137150802446,"PS","DEQ","Water"
"PS","production","Air PM2.5","kg PM2.5 eq.",0.266215829464058,"PS","DEQ","Air"
"PS","production","Energy demand","MJ",94520.7714814648,"PS","DEQ","Energy"
"PS","production","Energy use","MJ",78975.9154405106,"PS","WARM","Energy"
"PS","production","Eutrophication","kg N eq.",0.377941181303532,"PS","DEQ","Eutrophication"
"PS","production","Global warming 100","kg CO2 eq.",3469.35502480585,"PS","DEQ","GHG's"
"PS","production","Global warming 100(B)","kg CO2 eq.",3470.71368126085,"PS","DEQ","GHG's"
"PS","production","Global warming 20","kg CO2 eq.",4116.49293326172,"PS","DEQ","GHG's"
"PS","production","Global warming 20(B)","kg CO2 eq.",4117.70843431409,"PS","DEQ","GHG's"
"PS","production","Global warming","kg CO2 eq.",2499.63189358162,"PS","WARM","GHG's"
"PS","production","Human toxicity","CTUh",2.34250965611083e-06,"PS","DEQ","Toxicity"
"PS","production","Water consumption","kg",16578.2465608114,"PS","DEQ","Water"
"PS","recycling","Air PM2.5","kg PM2.5 eq.",-0.0958904448698708,"PS","DEQ","Air"
"PS","recycling","Energy demand","MJ",-56143.3314426529,"PS","DEQ","Energy"
"PS","recycling","Energy use","MJ",NA,"PS","WARM","Energy"
"PS","recycling","Eutrophication","kg N eq.",-0.089904595841875,"PS","DEQ","Eutrophication"
"PS","recycling","Global warming 100","kg CO2 eq.",-1608.20895096068,"PS","DEQ","GHG's"
"PS","recycling","Global warming 100(B)","kg CO2 eq.",-1608.67666263133,"PS","DEQ","GHG's"
"PS","recycling","Global warming 20","kg CO2 eq.",-1995.87559846167,"PS","DEQ","GHG's"
"PS","recycling","Global warming 20(B)","kg CO2 eq.",-1996.29271170203,"PS","DEQ","GHG's"
"PS","recycling","Global warming","kg CO2 eq.",NA,"PS","WARM","GHG's"
"PS","recycling","Human toxicity","CTUh",-1.36885164330041e-06,"PS","DEQ","Toxicity"
"PS","recycling","Water consumption","kg",-6915.58419486035,"PS","DEQ","Water"
"RigidPlastic","anaerobicDigestion","Energy use","MJ",NA,"Mixed Plastics","WARM","Energy"
"RigidPlastic","anaerobicDigestion","Global warming","kg CO2 eq.",NA,"Mixed Plastics","WARM","GHG's"
"RigidPlastic","combustion","Air PM2.5","kg PM2.5 eq.",-0.0283427461949476,"Mixed Plastics","DEQ","Air"
"RigidPlastic","combustion","Energy demand","MJ",-12274.614055386,"Mixed Plastics","DEQ","Energy"
"RigidPlastic","combustion","Energy use","MJ",-14242.397639695,"Mixed Plastics","WARM","Energy"
"RigidPlastic","combustion","Eutrophication","kg N eq.",-0.0562943983998656,"Mixed Plastics","DEQ","Eutrophication"
"RigidPlastic","combustion","Global warming 100","kg CO2 eq.",1609.99543057965,"Mixed Plastics","DEQ","GHG's"
"RigidPlastic","combustion","Global warming 100(B)","kg CO2 eq.",1609.76528149008,"Mixed Plastics","DEQ","GHG's"
"RigidPlastic","combustion","Global warming 20","kg CO2 eq.",1534.16199670532,"Mixed Plastics","DEQ","GHG's"
"RigidPlastic","combustion","Global warming 20(B)","kg CO2 eq.",1533.94676502857,"Mixed Plastics","DEQ","GHG's"
"RigidPlastic","combustion","Global warming","kg CO2 eq.",1259.25398367317,"Mixed Plastics","WARM","GHG's"
"RigidPlastic","combustion","Human toxicity","CTUh",-5.7014705180135e-08,"Mixed Plastics","DEQ","Toxicity"
"RigidPlastic","combustion","Water consumption","kg",-11553.6775107631,"Mixed Plastics","DEQ","Water"
"RigidPlastic","composting","Energy use","MJ",NA,"Mixed Plastics","WARM","Energy"
"RigidPlastic","composting","Global warming","kg CO2 eq.",NA,"Mixed Plastics","WARM","GHG's"
"RigidPlastic","landfilling","Air PM2.5","kg PM2.5 eq.",0.0119914413234302,"Mixed Plastics","DEQ","Air"
"RigidPlastic","landfilling","Energy demand","MJ",656.292732961003,"Mixed Plastics","DEQ","Energy"
"RigidPlastic","landfilling","Energy use","MJ",283.043033402762,"Mixed Plastics","WARM","Energy"
"RigidPlastic","landfilling","Eutrophication","kg N eq.",0.241070320880307,"Mixed Plastics","DEQ","Eutrophication"
"RigidPlastic","landfilling","Global warming 100","kg CO2 eq.",38.9759305368053,"Mixed Plastics","DEQ","GHG's"
"RigidPlastic","landfilling","Global warming 100(B)","kg CO2 eq.",37.1846134164408,"Mixed Plastics","DEQ","GHG's"
"RigidPlastic","landfilling","Global warming 20","kg CO2 eq.",43.8386938229896,"Mixed Plastics","DEQ","GHG's"
"RigidPlastic","landfilling","Global warming 20(B)","kg CO2 eq.",42.0440143081177,"Mixed Plastics","DEQ","GHG's"
"RigidPlastic","landfilling","Global warming","kg CO2 eq.",20.254519141196,"Mixed Plastics","WARM","GHG's"
"RigidPlastic","landfilling","Human toxicity","CTUh",2.15399353970057e-07,"Mixed Plastics","DEQ","Toxicity"
"RigidPlastic","landfilling","Water consumption","kg",86.2137150802446,"Mixed Plastics","DEQ","Water"
"RigidPlastic","production","Air PM2.5","kg PM2.5 eq.",0.271062160741393,"Mixed Plastics","DEQ","Air"
"RigidPlastic","production","Energy demand","MJ",94482.4583253957,"Mixed Plastics","DEQ","Energy"
"RigidPlastic","production","Energy use","MJ",57450.9982149134,"Mixed Plastics","WARM","Energy"
"RigidPlastic","production","Eutrophication","kg N eq.",0.356938424150086,"Mixed Plastics","DEQ","Eutrophication"
"RigidPlastic","production","Global warming 100","kg CO2 eq.",3445.85654944288,"Mixed Plastics","DEQ","GHG's"
"RigidPlastic","production","Global warming 100(B)","kg CO2 eq.",3447.71270972045,"Mixed Plastics","DEQ","GHG's"
"RigidPlastic","production","Global warming 20","kg CO2 eq.",4203.06671936506,"Mixed Plastics","DEQ","GHG's"
"RigidPlastic","production","Global warming 20(B)","kg CO2 eq.",4204.77158183631,"Mixed Plastics","DEQ","GHG's"
"RigidPlastic","production","Global warming","kg CO2 eq.",1874.28698729142,"Mixed Plastics","WARM","GHG's"
"RigidPlastic","production","Human toxicity","CTUh",1.76476291683264e-06,"Mixed Plastics","DEQ","Toxicity"
"RigidPlastic","production","Water consumption","kg",19428.7179901866,"Mixed Plastics","DEQ","Water"
"RigidPlastic","recycling","Air PM2.5","kg PM2.5 eq.",-0.184023373952867,"Mixed Plastics","DEQ","Air"
"RigidPlastic","recycling","Energy demand","MJ",-72825.112327536,"Mixed Plastics","DEQ","Energy"
"RigidPlastic","recycling","Energy use","MJ",-41358.0430657781,"Mixed Plastics","WARM","Energy"
"RigidPlastic","recycling","Eutrophication","kg N eq.",-0.172347852721936,"Mixed Plastics","DEQ","Eutrophication"
"RigidPlastic","recycling","Global warming 100","kg CO2 eq.",-2436.54550137444,"Mixed Plastics","DEQ","GHG's"
"RigidPlastic","recycling","Global warming 100(B)","kg CO2 eq.",-2437.83826592949,"Mixed Plastics","DEQ","GHG's"
"RigidPlastic","recycling","Global warming 20","kg CO2 eq.",-3028.65133501676,"Mixed Plastics","DEQ","GHG's"
"RigidPlastic","recycling","Global warming 20(B)","kg CO2 eq.",-3029.85914494361,"Mixed Plastics","DEQ","GHG's"
"RigidPlastic","recycling","Global warming","kg CO2 eq.",-1030.93298181448,"Mixed Plastics","WARM","GHG's"
"RigidPlastic","recycling","Human toxicity","CTUh",-1.10215858717099e-06,"Mixed Plastics","DEQ","Toxicity"
"RigidPlastic","recycling","Water consumption","kg",-14711.2628309649,"Mixed Plastics","DEQ","Water"
"ScrapMetal","anaerobicDigestion","Energy use","MJ",NA,"Mixed Metals","WARM","Energy"
"ScrapMetal","anaerobicDigestion","Global warming","kg CO2 eq.",NA,"Mixed Metals","WARM","GHG's"
"ScrapMetal","combustion","Energy use","MJ",-11809.9371697683,"Mixed Metals","WARM","Energy"
"ScrapMetal","combustion","Global warming","kg CO2 eq.",-1020.78854548749,"Mixed Metals","WARM","GHG's"
"ScrapMetal","composting","Energy use","MJ",NA,"Mixed Metals","WARM","Energy"
"ScrapMetal","composting","Global warming","kg CO2 eq.",NA,"Mixed Metals","WARM","GHG's"
"ScrapMetal","landfilling","Air PM2.5","kg PM2.5 eq.",0.0119914413234302,"Mixed Metals","DEQ","Air"
"ScrapMetal","landfilling","Energy demand","MJ",656.292732961003,"Mixed Metals","DEQ","Energy"
"ScrapMetal","landfilling","Energy use","MJ",283.043033402762,"Mixed Metals","WARM","Energy"
